KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
mnuRespFreshStartTitle,[c][ff0000]Original starting planet[-][/c],,,,,,,,Бодрый старт,,,,,,,,
mnuStartWorldChangeDefault,You will respawn back at your original spawn location on {0}.\nDoes not restart your game and you keep all progress but lose all the items and armor carried on you.,,,,,,,,Вы перезапустите игру на {0}.,,,,,,,,
mnuStartWorldChangeEscapePod,You will respawn back at your original spawn location on {0}.\nDoes not restart your game and you keep all progress but lose all items and armor carried on you.,,,,,,,,Вы перезапустите игру на {0} в вашей спасательной капсуле.,,,,,,,,
mnuStartWorldChangeStructure,You will respawn back at your original spawn location on {0}.\nDoes not restart your game and you keep all progress but lose all items and armor carried on you.,,,,,,,,Вы перезапустите игру на {0} до {1}.,,,,,,,,
igmPlantNotGrowingRad,[c][FFA500]Plant is not growing because radiation is too high[-][/c]\nMake sure there are no radiation emitting devices nearby and room is airtight.,,,,,,,,Растению мешает расти слишком высокий уровень радиации,,,,,,,,
igmPlantNotGrowingTemp,[c][FFA500]Plant is not growing because the temperature is too high or too low[-][/c]\nMake sure room is airtight.,,,,,,,,Растению мешает расти высокий или низкий уровень температуры,,,,,,,,
igmPlantNotGrowingLight,[c][FFA500]Plant is not growing because there is not enough light[-][/c]\nPlace a grow light above.,,,,,,,,Растению мешает расти отсутствие освещения,,,,,,,,
igmPlantNotGrowingOxygen,[c][FFA500]Plant is not growing because there is no oxygen[-][/c]\nMake sure room is airtight and supply oxygen via ventilators.,,,,,,,,Растению мешает расти отсутствие кислорода,,,,,,,,
igmDamageTooLow,You cannot damage the target with this weapon!\nWeapon is not powerful enough or structure is protected by an [c][00ffff]admin core[-][/c].,,,,,,,,Вы не можете повредить цель этим оружием!\nПереключите режим стрельбы при помощи ПКМ или используйте другое оружие.,,,,,,,,
igmSuitConstrOnlyUsesInventory,You are playing the [c][00ffff]Reforged Eden[-][/c] scenario. Please see the Reforged Eden workshop or contact your server admin for support!,,,,,,,,Будьте внимательны: Встроенный конструктор может использовать предметы только из инвентаря (панель инструментов для него не доступна),,,,,,,,
hintItemCount,No stock,,,,,,,,Кол-во предметов,,,,,,,,
hintNoStorage,No storage,,,,,,,,Нет хранилищ,,,,,,,,
bkiCorePlayer,"[c][ffffff]Required for [u]activating[/u] structures/vessels.[-][/c]\n[c][ffffff]Required for [u]managing[/u] devices via [-][/c][c][7dffff]Control Panel[-][/c][c][ffffff] ([-][/c][c][7dff7d]P[-][/c][c][ffffff]).[-][/c]\n- -[c][ffffff]\n[u]Replace[/u] enemy Core to take over structure/vessel.\n[u]Remove[/u] enemy Core to disassemble structure/vessel.[-][/c]\n- -[c][ffffff]\n[i]Tip: [/i][-][/c][i][c][7dbeff]Multitool[-][/c][c][ffffff] 'Retrieve block' mode returns [u]full blocks[/u] when own core is placed.[-][/c][/i]\n- -\n[sup][c][b3b3b3][u]Position[/u]: [-][/c][/sup]\n[sup][c][b3b3b3]PAGE UP/DOWN, HOME/END, INS/DEL [-][/c][/sup]\n[sup][c][b3b3b3][u]Place[/u]: [-][/c][/sup]\n[sup][c][b3b3b3]LEFT MOUSE BUTTON (LMB)[-][/c][/sup][i][c][ffffff][-][/c][/i]\n[sup][c][ffff00]Placing a core on a POI will permanently disable NPC dialogue on that POI. Do not place cores on mission POIs unless you have completed the mission objectives.[-][/c][/sup]",,,,,,,,"[c][ffffff]Необходима для [u]активации[/u] структур/сосудов.[-][/c]\n[c][ffffff]Необходима для [u]управления[/u] устройствами через [-][/c][c][7dffff]Панель управления[-][/c][c][ffffff] ([-][/c][c][7dff7d]P[-][/c][c][ffffff]). [-][/c]\n- -[c][ffffff]\n[u]Замени[/u] вражеское ядро, чтобы захватить структуру/судно. \n[u]Удалить[/u] вражеское ядро, чтобы разобрать структуру/судно. [-][/c]\n- -[c][ffffff]\n[i]Совет: [/i][-][/c][i][c][7dbeff]Multitool[-][/c][c][ffffff] режим 'Retrieve block' возвращает [u]полные блоки[/u] при установке собственного ядра. [-][/c][/i]\n- -\n[sup][c][b3b3b3][u]Position[/u]: [-][/c][/sup]\n[sup][c][b3b3b3]PAGE UP/DOWN, HOME/END, INS/DEL [-][/c][/sup]\n[sup][c][b3b3b3][u]Место[/u]: [-][/c][/sup]\n[sup][c][b3b3b3]LEFT MOUSE BUTTON (LMB)[-][/c][/sup][i][c][ffffff][-][/c][/i]",,,,,,,,
ttwEden_TechTreeProgenitor,[c][69F5CD]Research & Schematics[-][/c],,,,,,,,[c][69F5CD]Исследования и Схемы[-][/c],,,,,,,,
Eden_Supportinfo,"[c][00ffff]>>>Read the PDA First[-][/c] [sup][c][ffff00](F1)[-][/c][/sup][c][00ffff]<<<[-][/c][sup]\n\n[c][00ffff]Missions:[-][/c] Missions are managed under the Solo Missions tab. Start completing the Reforged Galaxy or Project Eden story missions to unlock additional missions.\n[c][00ffff]Empyriopedia:[-][/c] Contains a comprehensive encyclopedia of the scenario and can answer many of your questions. Additional entries are unlocked as you progress through the scenario.\n[c][00ffff]Journey Book:[-][/c] Shows a log of previous mission dialog.\n\n[c][00ffff]Tooltips:[-][/c] Tooltips provide important information on many items and devices. Mouse over any item in your inventory, constructor, or tech tree to view details.\n\n[c][00ffff]Planets and Sectors:[-][/c] Planets and sectors in the current solar system are scanned and a basic description of each can be viewed on the local or solar system map.\n\n[c][00ffff]Galaxy:[-][/c] Project Eden contains a large galaxy viewable on the galaxy map. Star class and faction territory change what you may find in a star system.\n\n[c][00ffff]Mass, Volume and CPU:[-][/c] The mass, volume, and CPU restrictions are enabled by default. Use the logistics system to move items too large to fit in the player inventory.\n\n[c][00ffff]Escaping your starting system:[-][/c] Resources to build a basic small vessel can be found on your starting planet.\nResources for a warp capable small vessel can be found on the moon of your starting planet.\nResources for a warp capable capital vessel are on other planets in your starting solar system.\nAdvanced resources are found in other star systems.[/sup]",,,,,,,,"[c][00ffff]>>>Сначала прочтите КПК[-][/c] [sup][c][ffff00](F1)[-][/c][/sup][c][00ffff]< <<[-][/c][sup]\n\n[c][00ffff]Миссии:[-][/c] Миссии управляются на вкладке «Одиночные миссии». Начните выполнять сюжетные миссии «Перекованная Галактика» или «Проект Эдем», чтобы разблокировать дополнительные миссии.\n[c][00ffff]Эмпириопедия:[-][/c] Содержит полную энциклопедию сценария и может ответить на многие ваши вопросы. Дополнительные записи открываются по мере прохождения сценария.\n[c][00ffff]Книга путешествий:[-][/c] Показывает журнал диалога предыдущей миссии.\n\n[c][00ffff]Подсказки:[ -][/c] Подсказки предоставляют важную информацию о многих предметах и устройствах. Наведите указатель мыши на любой предмет в инвентаре, конструкторе или дереве технологий, чтобы просмотреть подробную информацию.\n\n[c][00ffff]Планеты и сектора:[-][/c] Планеты и сектора в текущей солнечной системе сканируются и базовое описание каждого из них можно просмотреть на карте локальной или солнечной системы.\n\n[c][00ffff]Галактика:[-][/c] Проект «Эдем» содержит большую галактику, которую можно увидеть на карте галактики. Звездный класс и территория фракции меняют то, что вы можете найти в звездной системе.\n\n[c][00ffff]Масса, объем и процессор:[-][/c] Ограничения по массе, объему и процессору включены по умолчанию. . Используйте систему логистики для перемещения предметов, слишком больших для размещения в инвентаре игрока.\n\n[c][00ffff]Выход из стартовой системы:[-][/c] Ресурсы для постройки простого небольшого судна можно найти на вашем стартовая планета.\nРесурсы для небольшого корабля, способного к варпу, можно найти на луне вашей стартовой планеты.\nРесурсы для корабля, способного к варпу, находятся на других планетах вашей стартовой солнечной системы.\nРасширенные ресурсы можно найти в других звездных системах. [/Как дела]",,,,,,,,
Eden_DroneHomeinfo,The Drone Swarm is a deadly menace.,,,,,,,, Рой дронов представляет собой смертельную угрозу.,,,,,,,,
Eden_Droneinfo,The Drone Swarm is a deadly menace.,,,,,,,,Инопланетные дроны неизвестного происхождения. Враждебный.,,,,,,,,
EdencpgPoster,Posters,,,,,,,,Постеры,,,,,,,,
Eden_MaxWindTurbines,Wind Turbines {0},,,,,,,, Ветровые турбины {0},,,,,,,,
Eden_GeothermalGenerator,Inactive Geothermal Generator,,,,,,,, Неактивный геотермальный генератор,,,,,,,,
Eden_GeothermalGeneratorinfo,A geothermal generator usable on planets with high geological activity. Reduces the power usage of your base while active.\nInteract with the geothermal generator after placement to begin the activation process. Requires unlocking Active Geothermal Generator in the tech tree.,,,,,,,," Геотермальный генератор, который можно использовать на планетах с высокой геологической активностью. Уменьшает энергопотребление вашей базы, пока она активна.\nВзаимодействуйте с геотермальным генератором после размещения, чтобы начать процесс активации. Требуется разблокировать активный геотермальный генератор в дереве технологий.",,,,,,,,
Eden_GeothermalGeneratorActive,Active Geothermal Generator,,,,,,,, Активный геотермальный генератор,,,,,,,,
Eden_GeothermalGeneratorActiveinfo,Active geothermal generators reduce the power usage of your base.\nRequires activating a geothermal generator using a geological core sample.\nBase will still require a standard generator and fuel tank to run.,,,,,,,, Активные геотермальные генераторы снижают энергопотребление вашей базы.\nТребуется активация геотермального генератора с использованием образца геологического керна.\nДля работы базы по-прежнему потребуется стандартный генератор и топливный бак.,,,,,,,,
cpgGeoPower,Geothermal Power,,,,,,,, Геотермальная энергия,,,,,,,,
Eden_MaxGeoPower,Geothermal {0},,,,,,,, Геотермальная энергия {0},,,,,,,,
Eden_MaxAuxiliaryCores,Drone Swarm Upgrades {0},,,,,,,,Улучшения «Рой дронов» {0},,,,,,,,
Eden_WaterGeneratorT2,Industrial Water Extractor,,,,,,,,,,,,,,,,
Eden_WaterGeneratorT2info,For the large scale extraction of resources from water.\n[c][00ffff]Requires a specific activation process.[-][/c][sup]\n\n[c][00FFFF][b]Requirements:[/b][-][/c]\n[sup][c][FFFFFF]-Must be placed on a base within logistics range of the [b]Lake[/b] (internal name Water) biome.\n-Interact with the extractor to begin the activation process.\n-Requires 1 Small Optronic Matrix to activate.\nMultiple extractors can be linked together in a network.[-][/c]\n[c][FFFFFF]Requires schematic purchased from Free Colonists or found as loot. Requires level 15 to craft and level 20 to activate.[-][/c],,,,,,,,,,,,,,,,
Eden_WaterGeneratorT2Active,Industrial Water Extractor (Primary),,,,,,,,,,,,,,,,
Eden_WaterGeneratorT2Activeinfo,For the large scale extraction of resources from water. This extractor is acting as the primary extractor. Additional extractors may be networked together.,,,,,,,,,,,,,,,,
EdencpgIceTurret,[c][00FFFF]Auto Ice Mining Turrets[-][/c],,,,,,,, [c][00FFFF]Автоматические ледодобывающие турели[-][/c],,,,,,,,
EdencpgDrillTurret,[c][FFA500]Auto Asteroid Mining Turrets[-][/c],,,,,,,,[c][FFA500]Автоматические Сборочные Турели[-][/c],,,,,,,,
EdencpgMission,Mission Consoles,,,,,,,,[c][FF00FF]Консоли для Миссий[-][/c],,,,,,,,
EdencpgCoreSalvage,[c][FFFF00]Salvage Core[-][/c],,,,,,,,[c][FFFF00]Ядро Утилизации[-][/c],,,,,,,,
cpgRailgun,[00ffff]Railgun[-][/c],,,,,,,,[00ffff]Рейлган[-][/c],,,,,,,,
cpgWindPower,Wind Turbines,,,,,,,, Ветряные турбины,,,,,,,,
cpgAlarm,Alarm Sentries,,,,,,,, Сигнализация,,,,,,,,
cpgEffects,Effect Projectors,,,,,,,,,,,,,,,,
Eden_GroupAuxCPU,[c][FF9A01]Auxiliary Cores[-][/c],,,,,,,,[c][FF9A01]Вспомогательные Ядра[-][/c],,,,,,,,
Eden_GroupShieldBoost,Remote Shield Boosters,,,,,,,,Дистанционные Усилители Щита,,,,,,,,
RepairToTemplate,[ffff00]Repair To Template[-][/c],,,,,,,,[ffff00]Ремонт по Шаблону[-][/c],,,,,,,,
EdenAsteroidFieldRichT1,Rich Asteroid Field,,,,,,,,Богатое поле астероидов,,,,,,,,
EdenSpace_POI_CombatT2_1,Class 2 Combat Site,,,,,,,, Боевой полигон 2-го класса,,,,,,,,
Eden_POITurretinfo,A block for POIs. Can be salvaged or deconstructed for components.\n\n[FFFF00]This block cannot be used by players. Installation onto a player base or ship may overload the CPU systems and cause damage.[-][/c]\n[c][A9A9A9][i]Requires Project Eden or Reforged Eden.[/i][-][/c],,,,,,,,Блок для POI. Можно разобрать или разобрать на компоненты.\n\n[FFFF00]Этот Блок не может быть использован игроками. Установка на базу игрока или корабль может привести к перегрузке процессорных систем и повреждению.[-][/c]\n[c][A9A9A9][i]Требуется Project Eden или Reforged Eden.[/i][-][/ в],,,,,,,,
Eden_ExplorationSite_C1,Class 1 Exploration Site,,,,,,,,Область для исследования класса 1,,,,,,,,
Eden_ExplorationSite_C2,Class 2 Exploration Site,,,,,,,,Область для исследования класса 2,,,,,,,,
Eden_ExplorationSite_C3,Class 3 Exploration Site,,,,,,,,Область для исследования класса 3,,,,,,,,
Eden_ExplorationSite_C4,Class 4 Exploration Site,,,,,,,,Область для исследования класса 4,,,,,,,,
Eden_ExplorationSite_C5,Class 5 Exploration Site,,,,,,,,Область для исследования класса 5,,,,,,,,
Eden_ExplorationSite_C6,Class 6 Exploration Site,,,,,,,,Область для исследования класса 6,,,,,,,,
Eden_Wreck,Unknown Faction,,,,,,,,Неизвестная Фракция,,,,,,,,
Eden_Syndicate,The Syndicate,,,,,,,,Синдикат,,,,,,,,
Eden_Ravagers,Ravagers,,,,,,,,Опустошители,,,,,,,,
Eden_DummyRE,[c][A9A9A9]Placeholder for Reforged Eden[-][/c],,,,,,,, [c][A9A9A9]Заполнитель для Reforged Eden[-][/c],,,,,,,,
Eden_DummyREinfo,[c][A9A9A9]This item is from Reforged Eden and has no use in Project Eden. It is included for compatibility reasons.\nPlease do not report.\nThis item will automatically decay on its own or it may be trashed.[-][/c],,,,,,,," [c][A9A9A9]Этот предмет из Reforged Eden и не используется в Project Eden. Он включен по соображениям совместимости.\nПожалуйста, не сообщайте об этом.\nЭтот предмет автоматически разложится сам по себе или может быть выброшен.[-][/c]",,,,,,,,
Eden_UnlockPoint,[c][00FFFF]Data Pad[-][/c],,,,,,,,[c][00FFFF]Планшет[-][/c],,,,,,,,
Eden_UnlockPointinfo,A data pad containing information on the Andromeda galaxy.\n\nTurn in at the Research Computer on board UCH Research Vessels to obtain additional unlock points.,,,,,,,," Блок данных, содержащий информацию о галактике Андромеда.\n\nВойдите в исследовательский компьютер на борту исследовательского корабля UCH, чтобы получить дополнительные очки разБлокировки.",,,,,,,,
Eden_WarpUpgrade,Navigational Data,,,,,,,,Навигационные Данные,,,,,,,,
Eden_WarpUpgradeinfo,[c][ffffff]Upgrades:[-][/c] Capital Vessel Warp Drive\n[c][ffffff]Base Range Increase:[-][/c] 1 Light Year\n[c][ffffff]Max Upgrades:[-][/c] 50[c]\n\nA data pad containing navigational data on the Andromeda galaxy. Allows you to plot safer and more efficient warp jumps.\nIncreases the maximum range you can warp while piloting any ship.\n\nTurn in to Research Computers on UCH Research Vessels to increase the base range you can plot a warp jump.,,,,,,,," [c][ffffff]Улучшения:[-][/c]ВАРП Двигатель Большого Судна\n[c][ffffff]Увеличение базовой дальности:[-][/c] 1 световой год\n[c][ffffff]Макс. Улучшения:[-][/c] 50[c]\n\nПанель данных, содержащая навигационные Данные по галактике Андромеда. Позволяет планировать более безопасные и эффективные варп-прыжки.\nУвеличивает максимальную дальность варп-прыжка при пилотировании любого корабля.\n\nВключите исследовательские компьютеры на исследовательских судах UCH, чтобы увеличить базовую дальность варп-прыжка.",,,,,,,,
Eden_ExplorationData,Exploration Data (unused),,,,,,,,Данные Разведки (неиспользованные),,,,,,,,
Eden_ExplorationDatainfo,This item is not currently used but may have a use in a future update. Hold on to it!,,,,,,,," Этот элемент в настоящее время не используется, но может быть использован в будущем обновлении. Держись!",,,,,,,,
Eden_PolarisRefineryLicenseinfo,This license allows use of the furnaces on board [c][FFA500]Polaris orbital refineries.[/c][-] \n\n[c][FFFFFF][i]Place ores in the furnace input cargo container in the upper hangar. \nPick up refined ingots from the bottom hangar.[/i],,,,,,,,Эта лицензия позволяет использовать печи на борту [c][FFA500]орбитальных нефтеперерабатывающих заводов Polaris.[/c][-] \n\n[c][FFFFFF][i]Поместите руду в грузовой Контейнер для загрузки печи в верхнем ангар. \nПодберите очищенные слитки из нижнего ангара.[/i],,,,,,,,
Eden_AlienBlocksPOI,Alien Blocks for Project Eden [ffff00](POI)[-][/c],,,,,,,,Инопланетные Блоки для Project Eden [ffff00](POI)[-][/c],,,,,,,,
Eden_AlienBlocksPOIinfo,A block group for placing Project Eden POI blocks in creative mode. RMB to change type. Not allowed in blueprints.\n\n[c][FFFF00]THESE BLOCKS ARE ONLY FOR INTERNAL USE IN CREATIVE MODE BY THE SCENARIO DEVELOPER AND ARE NOT INTENDED FOR USE IN SURVIVAL.[-][/c]\n[c][A9A9A9][i]Requires Project Eden or Reforged Eden.[/i][-][/c],,,,,,,," Группа блоков для размещения блоков POI проекта Eden в творческом режиме. Юаней, чтобы изменить тип. Не разрешено в чертежах.\n\n[c][FFFF00]ЭТИ БЛОКИ ПРЕДНАЗНАЧЕНЫ ТОЛЬКО ДЛЯ ВНУТРЕННЕГО ИСПОЛЬЗОВАНИЯ В ТВОРЧЕСКОМ РЕЖИМЕ РАЗРАБОТЧИКОМ СЦЕНАРИЯ И НЕ ПРЕДНАЗНАЧЕНЫ ДЛЯ ИСПОЛЬЗОВАНИЯ В ВЫЖИВАНИИ.[-][/c]\n[c] [A9A9A9][i]Требуется Project Eden или Reforged Eden.[/i][-][/c]",,,,,,,,
Eden_GeneratorStealth,Low Powered Generator,,,,,,,,,,,,,,,,
Eden_GeneratorStealthinfo,A low powered generator for use on alien POIs. Not targeted by turrets.,,,,,,,,,,,,,,,,
Eden_AlienBlocksPOI2,Alien Blocks for Reforged Eden 2 [ffff00](POI)[-][/c],,,,,,,,,,,,,,,,
Eden_AlienBlocksPOI2info,A block group for placing Project Eden 2 dummy POI blocks in creative mode for upcoming RE2 compatibility. RMB to change type. Not allowed in blueprints.\n\n[c][FFFF00]THESE BLOCKS ARE ONLY FOR INTERNAL USE IN CREATIVE MODE BY THE SCENARIO DEVELOPER AND ARE NOT INTENDED FOR USE IN SURVIVAL.[-][/c]\n[c][A9A9A9][i]Requires Project Eden or Reforged Eden.[/i][-][/c],,,,,,,,,,,,,,,,
Eden_LiftLargeBlocks,Lift Blocks (Experimental),,,,,,,,Подъемные Блоки (экспериментальная версия),,,,,,,,
Eden_LiftLargeBlocksinfo,"A block group for placing various lifts. RMB to expand block selection group.\nLifts can be controlled via signals. Two switches or buttons tied to an XOR signal works well.\nLifts can only be directly interacted with via the corner frames on the very top and the platform does not block projectiles.\nNot airtight. See individual tooltips for details.\n\n[c][FFFF00]Experimental, may have issues, please leave feedback.[-][/c]\n[c][A9A9A9][i]Requires Project Eden or Reforged Eden.[/i][-][/c]",,,,,,,,"Блок-группа для размещения различных подъемников. ПКМ для расширения группы выбора блока.\nЛифтами можно управлять с помощью сигналов. Два переключателя или кнопки, привязанные к сигналу XOR, работают хорошо.\nС подъемниками можно напрямую взаимодействовать только через угловые рамки на самом верху, а платформа не Блокирует снаряды.\nНегерметична. Подробнее см. в отдельных всплывающих подсказках.\n\n[c][FFFF00]Экспериментальный проект, возможны проблемы, оставьте отзыв.[-][/c]\n[c][A9A9A9][i]Требуется Project Eden или Reforged Eden .[/IC]",,,,,,,,
Eden_LiftLargeBlocks1x2x1,1x2x1 Lift,,,,,,,,1x2x1 Лифт,,,,,,,,
Eden_LiftLargeBlocks1x2x1info,A small lift for interior use. Other blocks can be placed within the lower parts of the lift bounding box.,,,,,,,,Небольшой лифт для внутреннего использования. Другие Блоки могут быть размещены в нижних частях ограничительной рамки лифта.,,,,,,,,
Eden_LiftLargeBlocks1x3x1,1x3x1 Lift,,,,,,,,1x3x1 Лифт,,,,,,,,
Eden_LiftLargeBlocks1x4x1NoFrame,1x4x1 Frameless Lift,,,,,,,,1x4x1 Бескаркасный подъемник,,,,,,,,
Eden_LiftLargeBlocks1x4x1NoFrameinfo,A small lift without a frame for interior use. Other blocks can be placed within the lower parts of the lift bounding box. To interact with the lift you must use the keypad on the very top of the lift.,,,,,,,," Небольшой лифт без рамы для внутреннего использования. Другие Блоки могут быть размещены в нижних частях ограничительной рамки лифта. Чтобы взаимодействовать с лифтом, вы должны использовать клавиатуру на самом верху лифта.",,,,,,,,
Eden_LiftLargeBlocks3x3x2,3x2x3 Lift,,,,,,,,Лифт 3x2x3,,,,,,,,
Eden_LiftLargeBlocks3x3x2info,A large lift that uses micro tractor beams to raise and lower the platform. Requires adding shutter doors or forcefields to maintain airtightness.,,,,,,,,"Большой подъемник, в котором для подъема и опускания платформы используются микротракторные балки. Требует добавления дверей-жалюзи или силовых полей для поддержания герметичности.",,,,,,,,
Eden_TurretVulcanSmall,Small Vulcan Turret,,,,,,,,Малая Турель 'Вулкан',,,,,,,,
Eden_TurretVulcanSmallinfo,A high powered vulcan turret. Best used with manual control. Can switch between a medium range and short range mode with right click while under manual control. \nShort range mode uses up ammo fast. \n[c][FFFFFF]Schematic required to unlock.[-][/c] \n\n[c][A9A9A9][i]Requires Project Eden or Reforged Eden.[/i][-][/c],,,,,,,,Мощная Турель 'Вулкан'. Лучше всего использовать с ручным управлением. Может переключаться между режимами средней и малой дальности щелчком правой кнопки мыши при ручном управлении. \nВ режиме ближнего боя патроны расходуются быстро. \n[c][FFFFFF]Для разБлокировки требуется схема.[-][/c] \n\n[c][A9A9A9][i]Требуется Project Eden или Reforged Eden.[/i][-][/c],,,,,,,,
Eden_VulcanAmmo,Small Vulcan Round,,,,,,,,Снаряды для Малой Турели 'Вулкан',,,,,,,,
Eden_ShieldGeneratorRegenerateCV,[c][69F5CD]Regenerative Shield Generator[-][/c],,,,,,,,[c][69F5CD]Генератор Регенеративного Щита[-][/c],,,,,,,,
Eden_ShieldGeneratorBastionT0,Shield Generator Dark Blue,,,,,,,,Генератор Щита темно-синий,,,,,,,,
Eden_ShieldGeneratorBastion,Bastion Shield Generator POI T1,,,,,,,,Генератор Щита 'Бастион' POI T1,,,,,,,,
Eden_ShieldGeneratorBastionT2,Shield Generator Blue Hex 2,,,,,,,,Генератор Щита Blue Hex 2,,,,,,,,
Eden_ShieldGeneratorBastionT3,Shield Generator Blue Hex 2,,,,,,,,Генератор Щита Blue Hex 2,,,,,,,,
Eden_ShieldGeneratorBastionT4,Corrupted Bastion Shield Generator,,,,,,,,Оскверненный Генератор бастионного Щита,,,,,,,,
Eden_ShieldGeneratorRegenerate,Regenerative Shield Generator POI T1,,,,,,,,Генератор регенеративного Щита POI К1,,,,,,,,
Eden_ShieldGeneratorRegenerateT2,Regenerative Shield Generator POI T2,,,,,,,,Генератор регенеративного Щита POI К2,,,,,,,,
Eden_ShieldGeneratorRegenerateT3,Regenerative Shield Generator POI T3,,,,,,,,Генератор регенеративного Щита POI К3,,,,,,,,
Eden_ShieldGeneratorRegenerateT4,Corrupt Regenerative Shield Generator,,,,,,,,Испорченный Генератор регенеративного Щита,,,,,,,,
Eden_ShieldGeneratorPOILightT0,Compact Light Shield Generator POI,,,,,,,,Компактный Легкий Генератор Щита (ТИ),,,,,,,,
Eden_ShieldGeneratorPOILightT1,Light Shield Generator POI T1,,,,,,,,Легкий Генератор Щита К1 (ТИ),,,,,,,,
Eden_ShieldGeneratorPOILightT2,Abyssal Plasma Shield Generator,,,,,,,,Генератор Плазменного Щита Бездны,,,,,,,,
Eden_ShieldGeneratorPOILightT3,Swarm Shield Generator,,,,,,,,Генератор Щита Роя,,,,,,,,
Eden_ShieldGeneratorAugmentedCV,[c][69F5CD]Bastion Shield Generator[-][/c],,,,,,,,[c][69F5CD]Генератор бастионного Щита[-][/c],,,,,,,,
Eden_ShieldGeneratorAugmentedSV,[c][69F5CD]Augmented Small Shield Generator[-][/c],,,,,,,,[c][69F5CD]Усовершенствованный Генератор малого Щита[-][/c],,,,,,,,
Eden_PlasmaTurretAugmented,Augmented Plasma Turret [ffff00](POI)[-][/c],,,,,,,,Плазменная Турель К2 [ffff00](ТИ)[-][/c],,,,,,,,
Eden_DecalInvisible,Invisible Decal Control Unit,,,,,,,,,,,,,,,,
Eden_DecalInvisibleinfo,An invisible block for controlling decals. Has 1 hp so easily destroyed with explosions. Invisible model so it can be placed near a core or fuel tanks. When destroyed or removed it will disable the decals it controls as set in the control panel.,,,,,,,,,,,,,,,,
Eden_TurretAlienPDCT1,Light Defense Turret (POI),,,,,,,,Легкая Защитная Турель (ТИ),,,,,,,,
Eden_TurretAlienPDCT2,Light Defense Turret (POI),,,,,,,, Легкая защитная турель (POI),,,,,,,,
Eden_TurretAlienDummy,Cargo Shuttle Control Block,,,,,,,, Блок управления грузовым челноком,,,,,,,,
Eden_TurretAlienDummyinfo,A dummy control block for use in unarmed orbital patrol vessels that enables them to receive patrol orders. Acts as a turret. This device should remain OFF at all times. POI use only.,,,,,,,," Имитатор блока управления для использования на невооруженных орбитальных патрульных кораблях, позволяющий им получать приказы на патрулирование. Выполняет роль турели. Это устройство должно всегда оставаться ВЫКЛЮЧЕННЫМ. Используйте только POI.",,,,,,,,
Eden_TurretAlienVulcan,Gauss Vulcan Turret,,,,,,,,Гаусс Турель 'Вулкан',,,,,,,,
Eden_TurretAlienVulcaninfo,A heavy damage vulcan turret. \n[c][A9A9A9][i]Requires Project Eden or Reforged Eden.[/i][-][/c],,,,,,,,Турель 'Вулкан' с повышенным уроном. \n[c][A9A9A9][i]Требуется Project Eden или Reforged Eden.[/i][-][/c],,,,,,,,
Eden_ShieldCapacitorPOIT0,Shield Capacitor T0 (POI),,,,,,,,Конденсатор Щита К0 (ТИ),,,,,,,,
Eden_ShieldCapacitorPOIT1,Shield Capacitor T1 (POI),,,,,,,,Конденсатор Щита К1 (ТИ),,,,,,,,
Eden_ShieldCapacitorPOIT2,Shield Capacitor T2 (POI),,,,,,,,Конденсатор Щита К2 (ТИ),,,,,,,,
Eden_ShieldRechargePOIT1,Shield Recharger T1 (POI),,,,,,,,Зарядник Щита К1 (ТИ),,,,,,,,
Eden_ShieldRechargePOIT2,Shield Recharger T2 (POI),,,,,,,,Зарядник Щита К2 (ТИ),,,,,,,,
Eden_ShieldCapacitorPOIT1info,A block to increase the shield capacity or recharge rate of Project Eden POIs. Gives back a Combat Steel block when salvaged.\n[c][A9A9A9][i]Requires Project Eden or Reforged Eden.[/i][-][/c],,,,,,,,Блок для увеличения емкости Щита или скорости перезарядки объектов проекта «Эдем». При извлечении возвращает Блок боевой стали.\n[c][A9A9A9][i]Требуется Project Eden или Reforged Eden.[/i][-][/c],,,,,,,,
Eden_TurretRailgun,Light Railgun Turret,,,,,,,,Легкая Турель с рельсотроном,,,,,,,,
Eden_TurretRailguninfo,A long range turret that fires a fast moving projectile.\n[c][00FF00]Alternate fire modes available via right click.[-][/c]\n[c][A9A9A9][i]Requires Project Eden or Reforged Eden.[/i][-][/c],,,,,,,," Турель дальнего действия, стреляющая быстро движущимися снарядами.\n[c][00FF00]Альтернативные режимы огня доступны по щелчку правой кнопкой мыши.[-][/c]\n[c][A9A9A9][i]Требуется Project Eden или Reforged Эдем.[/i][-][/c]",,,,,,,,
Eden_TurretRailgun_Ammo,Light Railgun Slug,,,,,,,,Легкий рельсотрон,,,,,,,,
Eden_TurretRailgun_Ammoinfo,Ammunition for the Light Railgun Turret.,,,,,,,,Боеприпасы для Турели Light Railgun.,,,,,,,,
Eden_TurretRailgunHeavy,Heavy Railgun Turret,,,,,,,,Тяжелая Турель с рельсотроном,,,,,,,,
